@RELATION meta-features

@ATTRIBUTE task_id NUMERIC
@ATTRIBUTE AutoCorrelation NUMERIC
@ATTRIBUTE Dimensionality NUMERIC
@ATTRIBUTE MajorityClassPercentage NUMERIC
@ATTRIBUTE MajorityClassSize NUMERIC
@ATTRIBUTE MinorityClassPercentage NUMERIC
@ATTRIBUTE MinorityClassSize NUMERIC
@ATTRIBUTE NumberOfBinaryFeatures NUMERIC
@ATTRIBUTE NumberOfClasses NUMERIC
@ATTRIBUTE NumberOfFeatures NUMERIC
@ATTRIBUTE NumberOfInstances NUMERIC
@ATTRIBUTE NumberOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE NumberOfMissingValues NUMERIC
@ATTRIBUTE NumberOfNumericFeatures NUMERIC
@ATTRIBUTE NumberOfSymbolicFeatures NUMERIC
@ATTRIBUTE PercentageOfBinaryFeatures NUMERIC
@ATTRIBUTE PercentageOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE PercentageOfMissingValues NUMERIC
@ATTRIBUTE PercentageOfNumericFeatures NUMERIC
@ATTRIBUTE PercentageOfSymbolicFeatures NUMERIC

@DATA
9971.0,0.6134343156185188,0.008242971908348613,0.751605845770394,0.007720368261566077,0.5647324283638725,0.0034835666529631952,0.05714285714285714,0.0,0.003948110547095319,0.0008508457201435161,0.0,0.0,0.005067567567567568,0.004166666666666667,0.19220779220779222,0.0,0.0,0.8186425061425062,0.18135749385749386
9976.0,0.5106078399390852,0.0845362301972207,0.5234689079192248,0.024782382119627105,1.0,0.02799835558344332,0.02857142857142857,0.0,0.28031584884376765,0.021527421834956432,0.0,0.0,0.28153153153153154,0.0,0.002110065583119475,0.0,0.0,0.9985659312006617,0.00143406879933826
9977.0,0.9483727521417671,0.0014771101779842387,0.7524885892973276,0.47489915268958327,0.563048222224503,0.2128653958500119,0.08571428571428572,0.0,0.06486181613085167,0.34818042029728347,0.0,0.0,0.050112612612612614,0.12083333333333333,0.02665066026410564,0.0,0.0,0.7483202740555682,0.25167972594443183
9978.0,0.915563338773079,0.012605861788966822,0.9901667809815622,0.04551157090193202,0.10957667877478153,0.0033321072332691435,0.02857142857142857,0.0,0.038917089678511,0.020850845720143518,0.0,0.0,0.04054054054054054,0.0,0.014481409001956946,0.0,0.0,0.986856719733432,0.013143280266567936
9979.0,0.6080319697129035,0.007393805453177198,0.28026143634963474,0.010866418328154253,0.0316917558984727,0.0010169418179457775,0.0,0.08163265306122448,0.01804850535815003,0.016668375192209123,0.0,0.0,0.019707207207207207,0.0,0.0,0.0,0.0,0.9727696446446445,0.027230355355355354
9980.0,0.8386340759881615,0.017030373177095718,0.9666171897556056,0.009225840072571462,0.1545074711422704,0.0008654823982517255,0.02857142857142857,0.0,0.009588268471517203,0.00041004613018964635,0.0,0.0,0.01126126126126126,0.0,0.050340136054421766,0.0,0.0,0.9529172029172027,0.047082797082797084
9981.0,0.0,0.34824485642625025,0.10801739369761781,0.00200729574800718,0.20735075419587845,0.002466624835017418,0.0,0.07142857142857142,0.4811054709531867,0.005945668887749872,0.0,0.0,0.481981981981982,0.0,0.0,0.0,0.0,0.9993955449031295,0.0006044550968704993
9983.0,0.9985170180166911,0.0004011473256617587,0.5781677788456362,0.1590588871089151,0.8956387994700391,0.14533613172642101,0.02857142857142857,0.0,0.006204173716864072,0.14843669912865198,0.0,0.0,0.007882882882882882,0.0,0.07047619047619048,0.0,0.0,0.9338588588588588,0.06614114114114114
9985.0,0.36784670736806424,0.0036921710342692118,0.4352875633090719,0.048985736619636754,0.14279276210311298,0.010385788779020707,0.0,0.04081632653061224,0.02707275803722504,0.05759097898513583,0.0,0.0,0.028716216216216218,0.0,0.0,0.0,0.0,0.9813214656964656,0.018678534303534302
9986.0,0.5920219252462491,0.004032060307107771,0.22041159917800776,0.05776765551716817,0.22133628777184108,0.03537659302853928,0.0,0.04081632653061224,0.07050197405527354,0.13746796514607892,0.0,0.0,0.07207207207207207,0.0,0.0,0.0,0.0,0.9928067602486207,0.007193239751379287
10093.0,0.9993231488093087,0.0015611775438310843,0.5826460915359635,0.014398486807820732,0.8870945264202377,0.013068784213601055,0.02857142857142857,0.0,0.0005640157924421884,0.00893900563813429,0.0,0.0,0.0022522522522522522,0.0,0.21142857142857144,0.0,0.0,0.8004504504504504,0.19954954954954954
10101.0,0.730962128036808,0.0028955416489142194,0.8033988052022327,0.010692710042269016,0.4659154814367951,0.0037215743124824198,0.02857142857142857,0.0,0.0005640157924421884,0.002542286007175807,0.0,0.0,0.0022522522522522522,0.0,0.21142857142857144,0.0,0.0,0.8004504504504504,0.19954954954954954
14964.0,0.9982907195280027,0.000305288052684991,0.13736142313932515,0.027021288915481268,0.10056485630464293,0.012852413614038124,0.0,0.08163265306122448,0.0022560631697687537,0.09962070732957458,0.0,0.0,0.003941441441441441,0.0,0.0,0.0,0.0,0.8754926801801801,0.12450731981981981
14965.0,0.8431321434758056,0.00012668794334575652,0.9326455325343855,0.7702225396151396,0.21932275656870082,0.11430858774909665,0.11428571428571428,0.0,0.007332205301748449,0.4583393131727319,0.0,0.0,0.003941441441441441,0.0375,0.2487394957983193,0.0,0.0,0.4119965553789083,0.5880034446210918
14966.0,0.496292761243734,0.20789101747232958,0.5686105147316651,0.03894925787960086,0.9138733176570378,0.03702100958521756,0.02857142857142857,0.0,1.0,0.03332649923116351,0.0,0.0,1.0,0.0,0.0005949031272610339,0.0,0.0,1.0,0.0
14967.0,0.9982635789350113,0.005455875107944926,0.24913335867540462,0.012815811314199687,0.18062131917489338,0.005798732068286561,0.0,0.04081632653061224,0.01748448956570784,0.0235366478728857,0.0559,0.008486878114970902,0.018018018018018018,0.008333333333333333,0.0,0.9996423462088698,1.0,0.9148005148005148,0.0851994851994852
14968.0,0.8108032991301474,0.03247350245742439,0.6065592107635461,0.005713072513558896,0.8414701508391756,0.004803427310297077,0.11428571428571428,0.0,0.02030456852791878,0.00041004613018964635,0.00526,0.00012449913710507976,0.010135135135135136,0.0875,0.10571428571428572,0.48703703703703705,0.06646145374449339,0.45025337837837837,0.5497466216216217
14969.0,0.9606461338000525,0.001428685643828866,0.3085204945838368,0.05662890119858717,0.18691260461009698,0.021463963476642794,0.0,0.030612244897959183,0.016356457980823462,0.09608405945668888,0.0,0.0,0.018018018018018018,0.0,0.0,0.0,0.0,0.9702429702429702,0.029757029757029756
